california_schools,Please list the lowest ten eligible free rates for students aged 5-17 in continuation schools.,Eligible free rates for students aged 5-17 = `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)`,SELECT `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)` FROM frpm WHERE `Educational Option Type` = 'Continuation School' AND `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)` IS NOT NULL ORDER BY `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)` ASC LIMIT 10,moderate,"SELECT `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)` 
FROM frpm JOIN llm ON frpm.`School Name` = llm.`School Name` AND frpm.`District Name` = llm.`District Name`
    WHERE llm.`Educational Option Type` = 'Continuation School' AND 
        frpm.`Free Meal Count (Ages 5-17)` / frpm.`Enrollment (Ages 5-17)` IS NOT NULL 
    ORDER BY frpm.`Free Meal Count (Ages 5-17)` / frpm.`Enrollment (Ages 5-17)` ASC LIMIT 10"
california_schools,Please list the zip code of all the charter schools in Fresno County Office of Education.,Charter schools refers to `Charter School (Y/N)` = 1 in the table fprm,SELECT T2.Zip FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`District Name` = 'Fresno County Office of Education' AND T1.`Charter School (Y/N)` = 1,simple,"SELECT T2.Zip 
  FROM frpm AS T1 
    INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode 
    JOIN llm ON T1.`School Name` = llm.`School Name` AND T1.`District Name` = llm.`District Name`
    WHERE T1.`District Name` = 'Fresno County Office of Education' AND llm.`Charter School (Y/N)` = 1"
california_schools,What is the unabbreviated mailing address (with city name) of the school with the highest FRPM count for K-12 students?,,"SELECT T2.MailStreet, T2.city FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 1",simple,"SELECT T2.MailStreet, llm.City
  FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode
    JOIN llm ON T2.Street = llm.Street
    ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 1
"
california_schools,Please list the phone numbers of the direct charter-funded schools that are opened after 2000/1/1.,Charter schools refers to `Charter School (Y/N)` = 1 in the frpm,SELECT T2.Phone FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`Charter School (Y/N)` = 1 AND T2.OpenDate > '2000-01-01',moderate,"SELECT T2.Phone 
    FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode 
    JOIN llm ON T1.`School Name` = llm.`School Name` AND T1.`District Name` = llm.`District Name`    
    WHERE llm.`Charter Funding Type` = 'Directly funded' AND llm.`Charter School (Y/N)` = 1 AND T2.OpenDate > '2000-01-01'"
california_schools,"Among the schools with the SAT test takers of over 500, please list the schools that are magnet schools or offer a magnet program.",Magnet schools or offer a magnet program means that Magnet = 1,SELECT T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Magnet = 1 AND T1.NumTstTakr > 500,simple,"SELECT T2.School 
    FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode 
    JOIN llm ON T2.Street = llm.Street
    WHERE llm.Magnet = 1 AND T1.NumTstTakr > 500"
california_schools,"Among the schools with the average score in Math over 560 in the SAT test, how many schools are directly charter-funded?",,SELECT COUNT(T2.`School Code`) FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath > 560 AND T2.`Charter Funding Type` = 'Directly funded',simple,"SELECT COUNT(T2.`School Code`) 
    FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode
    JOIN llm ON T2.`School Name` = llm.`School Name` AND T2.'District Name' = llm.'District Name'
    WHERE T1.AvgScrMath > 560 AND llm.`Charter Funding Type` = 'Directly funded'"
california_schools,Please list the phone numbers and cities of the schools with the top 10 SAT excellence rate.,Excellence rate = NumGE1500 / NumTstTakr,"SELECT T1.Phone, T1.city FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr DESC LIMIT 10",simple,"SELECT T1.Phone, llm.city 
    FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds 
    JOIN llm ON T1.Street = llm.Street AND T1.School = llm.School
    ORDER BY CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr DESC LIMIT 10"
california_schools,How many schools in merged Alameda have number of test takers less than 100?,,SELECT COUNT(T1.CDSCode) FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Merged' AND T2.NumTstTakr < 100 AND T1.County = 'Alameda',simple,"SELECT COUNT(T1.CDSCode) 
    FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds 
    JOIN llm on T1.Street = llm.Street
    WHERE T1.StatusType = 'Merged' AND T2.NumTstTakr < 100 AND llm.County = 'Alameda'"
california_schools,How many schools in Contra Costa (directly funded) have number of test takers not more than 250?,,SELECT COUNT(T1.CDSCode) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`County Name` = 'Contra Costa' AND T2.NumTstTakr <= 250,simple,"SELECT COUNT(T1.CDSCode) 
    FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds
    JOIN frpm AS T3 on T1.CDSCode=T3.CDSCode
    JOIN llm AS T4 ON T1.Street = T4.Street
    JOIN llm AS T5 ON T3.`School Name` = T5.`School Name` AND T3.`District Name` = T5.`District Name`    
    WHERE T5.`Charter Funding Type` = 'Directly funded' AND T3.`County Name` = 'Contra Costa' AND T2.NumTstTakr <= 250

"
california_schools,In Los Angeles how many schools have more than 500 free meals but less than 700 free or reduced price meals for K-12?,,SELECT COUNT(CDSCode) FROM frpm WHERE `County Name` = 'Los Angeles' AND `Free Meal Count (K-12)` > 500 AND `Free Meal Count (K-12)` < 700,simple,"SELECT COUNT(frpm.CDSCode) 
    FROM frpm JOIN schools ON frpm.CDSCode = schools.CDSCode
    JOIN llm ON llm.Street = schools.Street AND llm.School = schools.School
    WHERE llm.County = 'Los Angeles' AND frpm.`Free Meal Count (K-12)` > 500 AND frpm.`Free Meal Count (K-12)` < 700
    
    "
california_schools,Which school in Contra Costa has the highest number of test takers?,,SELECT sname FROM satscores WHERE cname = 'Contra Costa' AND sname IS NOT NULL ORDER BY NumTstTakr DESC LIMIT 1,simple,"SELECT sname FROM satscores
WHERE sname in (
    SELECT schools.school 
    FROM schools JOIN llm ON llm.Street = schools.Street AND llm.School = schools.School
    WHERE llm.county = 'Contra Costa' AND schools.school IS NOT NULL
    )
ORDER BY satscores.NumTstTakr DESC LIMIT 1"
california_schools,"Name schools in Riverside which the average of average math score for SAT is grater than 400, what is the funding type of these schools?",Average of average math = sum(average math scores) / count(schools).,"SELECT T1.sname, T2.`Charter Funding Type` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE T2.`District Name` LIKE 'Riverside%' GROUP BY T1.sname, T2.`Charter Funding Type` HAVING CAST(SUM(T1.AvgScrMath) AS REAL) / COUNT(T1.cds) > 400",moderate,"SELECT T1.sname, llm.`Charter Funding Type` 
    FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode 
    JOIN llm ON T2.`School Name` = llm.`School Name` AND T2.`District Name` = llm.`District Name`    
    WHERE T2.`District Name` LIKE 'Riverside%' 
    GROUP BY T1.sname, llm.`Charter Funding Type` 
    HAVING CAST(SUM(T1.AvgScrMath) AS REAL) / COUNT(T1.cds) > 400"
california_schools,State the names and full communication address of high schools in Monterey which has more than 800 free or reduced price meals for ages 15-17?,"Full communication address should include Zip, Street, City, State","SELECT T1.`School Name`, T2.Zip, T2.Street, T2.City, T2.State FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Monterey' AND T1.`Free Meal Count (Ages 5-17)` > 800 AND T1.`School Type` = 'High Schools (Public)'",moderate,"SELECT T1.`School Name`, T2.Zip, T2.Street, llm.City, T2.State 
    FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode 
    JOIN llm ON T2.Street = llm.Street
    WHERE llm.County = 'Monterey' AND T1.`Free Meal Count (Ages 5-17)` > 800 AND T1.`School Type` = 'High Schools (Public)'
"
